KEY;VALUE;COMMENT;REF
technical_string;brit_antarctica;;
display_string;British Antarctic Territory;;
start_date;1962 March 3;Statutory Instrument - the British Antarctic Territory Order in Council 1962/400;britishantarcticterritory.org.uk
end_date;-99999;;
polygon_spacing;2500;km^2;
other;;;
##############################
LAT,LON
-84.94223203350809,-34.69749133485427
-84.94223203350809,-34.24833369279451
-84.94223203350809,-33.799176050734744
-84.94223203350809,-33.350018408674984
-84.94223203350809,-32.90086076661523
-84.94223203350809,-32.451703124555465
-84.94223203350809,-32.002545482495705
-84.94223203350809,-31.553387840435942
-84.94223203350809,-31.104230198376182
-84.94223203350809,-30.655072556316423
-84.94223203350809,-30.205914914256663
-84.94223203350809,-29.756757272196907
-84.94223203350809,-29.307599630137137
-84.94223203350809,-28.8584419880774
-84.94223203350809,-28.40928434601764
-84.94223203350809,-27.960126703957876
-84.94223203350809,-27.510969061898123
-84.94223203350809,-27.061811419838357
-84.94223203350809,-26.612653777778593
-84.94223203350809,-26.163496135718837
-84.94223203350809,-25.71433849365907
-84.94223203350809,-25.265180851599307
-84.94223203350809,-24.81602320953955
-84.94223203350809,-24.36686556747979
-84.94223203350809,-23.917707925420032
-84.94223203350809,-23.468550283360273
-84.94223203350809,-23.019392641300502
-84.94223203350809,-22.570234999240746
-84.94223203350809,-22.121077357180987
-84.94223203350809,-21.671919715121227
-84.94223203350809,-21.222762073061464
-84.94223203350809,-20.773604431001704
-84.94223203350809,-20.324446788941945
-81.23358574648427,-79.61325554083035
-81.23358574648427,-79.16409789877059
-81.23358574648427,-78.71494025671082
-81.23358574648427,-78.26578261465106
-81.23358574648427,-77.81662497259131
-81.23358574648427,-77.36746733053155
-81.23358574648427,-76.91830968847178
-81.23358574648427,-76.46915204641202
-81.23358574648427,-76.01999440435226
-81.23358574648427,-75.5708367622925
-81.23358574648427,-75.12167912023271
-81.23358574648427,-74.67252147817298
-81.23358574648427,-74.22336383611321
-81.23358574648427,-73.77420619405345
-81.23358574648427,-73.3250485519937
-81.23358574648427,-72.87589090993394
-81.23358574648427,-72.42673326787418
-81.23358574648427,-71.97757562581441
-81.23358574648427,-71.52841798375465
-81.23358574648427,-71.07926034169489
-81.23358574648427,-70.63010269963513
-81.23358574648427,-70.18094505757537
-81.23358574648427,-69.73178741551561
-81.23358574648427,-69.28262977345584
-81.23358574648427,-68.83347213139609
-81.23358574648427,-68.38431448933632
-81.23358574648427,-67.93515684727656
-81.23358574648427,-67.4859992052168
-81.23358574648427,-40.98569832369092
-81.23358574648427,-40.53654068163115
-81.23358574648427,-40.0873830395714
-81.23358574648427,-39.63822539751164
-81.23358574648427,-39.18906775545189
-81.23358574648427,-38.73991011339212
-81.23358574648427,-38.29075247133236
-81.23358574648427,-37.841594829272594
-81.23358574648427,-37.39243718721284
-81.23358574648427,-36.94327954515308
-81.23358574648427,-36.494121903093315
-81.23358574648427,-36.04496426103356
-81.23358574648427,-35.595806618973796
-81.23358574648427,-35.14664897691403
-81.23358574648427,-34.69749133485427
-81.23358574648427,-34.24833369279451
-81.23358574648427,-33.799176050734744
-81.23358574648427,-33.350018408674984
-81.23358574648427,-32.90086076661523
-81.23358574648427,-32.451703124555465
-81.23358574648427,-32.002545482495705
-81.23358574648427,-31.553387840435942
-81.23358574648427,-31.104230198376182
-81.23358574648427,-30.655072556316423
-81.23358574648427,-30.205914914256663
-81.23358574648427,-29.756757272196907
-81.23358574648427,-29.307599630137137
-81.23358574648427,-28.8584419880774
-81.23358574648427,-28.40928434601764
-81.23358574648427,-27.960126703957876
-81.23358574648427,-27.510969061898123
-81.23358574648427,-27.061811419838357
-81.23358574648427,-26.612653777778593
-81.23358574648427,-26.163496135718837
-81.23358574648427,-25.71433849365907
-81.23358574648427,-25.265180851599307
-81.23358574648427,-24.81602320953955
-81.23358574648427,-24.36686556747979
-81.23358574648427,-23.917707925420032
-81.23358574648427,-23.468550283360273
-81.23358574648427,-23.019392641300502
-81.23358574648427,-22.570234999240746
-81.23358574648427,-22.121077357180987
-81.23358574648427,-21.671919715121227
-81.23358574648427,-21.222762073061464
-81.23358574648427,-20.773604431001704
-81.23358574648427,-20.324446788941945
-78.67464311446113,-79.61325554083035
-78.67464311446113,-79.16409789877059
-78.67464311446113,-78.71494025671082
-78.67464311446113,-78.26578261465106
-78.67464311446113,-77.81662497259131
-78.67464311446113,-69.28262977345584
-78.67464311446113,-68.83347213139609
-78.67464311446113,-68.38431448933632
-78.67464311446113,-67.93515684727656
-78.67464311446113,-67.4859992052168
-78.67464311446113,-49.96885116488614
-78.67464311446113,-49.51969352282639
-78.67464311446113,-49.07053588076662
-78.67464311446113,-48.62137823870685
-78.67464311446113,-48.172220596647094
-78.67464311446113,-47.72306295458733
-78.67464311446113,-47.27390531252757
-78.67464311446113,-46.824747670467815
-78.67464311446113,-46.37559002840805
-78.67464311446113,-45.92643238634829
-78.67464311446113,-45.47727474428853
-78.67464311446113,-36.04496426103356
-78.67464311446113,-35.595806618973796
-78.67464311446113,-35.14664897691403
-78.67464311446113,-34.69749133485427
-78.67464311446113,-34.24833369279451
-78.67464311446113,-33.799176050734744
-78.67464311446113,-33.350018408674984
-78.67464311446113,-32.90086076661523
-78.67464311446113,-32.451703124555465
-78.67464311446113,-32.002545482495705
-78.67464311446113,-31.553387840435942
-78.67464311446113,-31.104230198376182
-78.67464311446113,-30.655072556316423
-78.67464311446113,-30.205914914256663
-78.67464311446113,-29.756757272196907
-78.67464311446113,-29.307599630137137
-78.67464311446113,-28.8584419880774
-78.67464311446113,-28.40928434601764
-78.67464311446113,-27.960126703957876
-78.67464311446113,-27.510969061898123
-78.67464311446113,-27.061811419838357
-78.67464311446113,-26.612653777778593
-78.67464311446113,-26.163496135718837
-78.67464311446113,-25.71433849365907
-78.67464311446113,-25.265180851599307
-78.67464311446113,-24.81602320953955
-78.67464311446113,-24.36686556747979
-78.67464311446113,-23.917707925420032
-78.67464311446113,-23.468550283360273
-78.67464311446113,-23.019392641300502
-78.67464311446113,-22.570234999240746
-78.67464311446113,-22.121077357180987
-78.67464311446113,-21.671919715121227
-78.67464311446113,-21.222762073061464
-78.67464311446113,-20.773604431001704
-78.67464311446113,-20.324446788941945
-76.59019265378812,-79.61325554083035
-76.59019265378812,-79.16409789877059
-76.59019265378812,-78.71494025671082
-76.59019265378812,-78.26578261465106
-76.59019265378812,-77.81662497259131
-76.59019265378812,-76.91830968847178
-76.59019265378812,-74.67252147817298
-76.59019265378812,-74.22336383611321
-76.59019265378812,-73.77420619405345
-76.59019265378812,-73.3250485519937
-76.59019265378812,-72.87589090993394
-76.59019265378812,-72.42673326787418
-76.59019265378812,-71.97757562581441
-76.59019265378812,-71.52841798375465
-76.59019265378812,-71.07926034169489
-76.59019265378812,-70.63010269963513
-76.59019265378812,-70.18094505757537
-76.59019265378812,-29.756757272196907
-76.59019265378812,-29.307599630137137
-76.59019265378812,-28.8584419880774
-76.59019265378812,-28.40928434601764
-76.59019265378812,-27.960126703957876
-76.59019265378812,-27.510969061898123
-76.59019265378812,-27.061811419838357
-76.59019265378812,-26.612653777778593
-76.59019265378812,-26.163496135718837
-76.59019265378812,-25.71433849365907
-76.59019265378812,-25.265180851599307
-76.59019265378812,-24.81602320953955
-76.59019265378812,-24.36686556747979
-76.59019265378812,-23.917707925420032
-76.59019265378812,-23.468550283360273
-76.59019265378812,-23.019392641300502
-76.59019265378812,-22.570234999240746
-76.59019265378812,-22.121077357180987
-76.59019265378812,-21.671919715121227
-76.59019265378812,-21.222762073061464
-76.59019265378812,-20.773604431001704
-76.59019265378812,-20.324446788941945
-74.78393782525173,-79.61325554083035
-74.78393782525173,-79.16409789877059
-74.78393782525173,-78.71494025671082
-74.78393782525173,-78.26578261465106
-74.78393782525173,-77.81662497259131
-74.78393782525173,-77.36746733053155
-74.78393782525173,-76.91830968847178
-74.78393782525173,-76.46915204641202
-74.78393782525173,-76.01999440435226
-74.78393782525173,-75.5708367622925
-74.78393782525173,-75.12167912023271
-74.78393782525173,-74.67252147817298
-74.78393782525173,-74.22336383611321
-74.78393782525173,-73.77420619405345
-74.78393782525173,-73.3250485519937
-74.78393782525173,-72.87589090993394
-74.78393782525173,-72.42673326787418
-74.78393782525173,-71.97757562581441
-74.78393782525173,-71.52841798375465
-74.78393782525173,-71.07926034169489
-74.78393782525173,-70.63010269963513
-74.78393782525173,-70.18094505757537
-74.78393782525173,-69.73178741551561
-74.78393782525173,-69.28262977345584
-74.78393782525173,-68.83347213139609
-74.78393782525173,-68.38431448933632
-74.78393782525173,-67.93515684727656
-74.78393782525173,-67.4859992052168
-74.78393782525173,-67.03684156315704
-74.78393782525173,-66.58768392109728
-74.78393782525173,-66.13852627903752
-74.78393782525173,-65.68936863697776
-74.78393782525173,-65.240210994918
-74.78393782525173,-64.79105335285824
-74.78393782525173,-64.34189571079847
-74.78393782525173,-63.892738068738716
-74.78393782525173,-63.44358042667896
-74.78393782525173,-62.54526514255943
-74.78393782525173,-62.09610750049967
-73.16606349189782,-79.61325554083035
-73.16606349189782,-76.01999440435226
-73.16606349189782,-75.5708367622925
-73.16606349189782,-75.12167912023271
-73.16606349189782,-74.67252147817298
-73.16606349189782,-73.77420619405345
-73.16606349189782,-68.83347213139609
-73.16606349189782,-68.38431448933632
-73.16606349189782,-67.93515684727656
-73.16606349189782,-67.4859992052168
-73.16606349189782,-67.03684156315704
-73.16606349189782,-66.58768392109728
-73.16606349189782,-66.13852627903752
-73.16606349189782,-65.68936863697776
-73.16606349189782,-65.240210994918
-73.16606349189782,-64.79105335285824
-73.16606349189782,-64.34189571079847
-73.16606349189782,-63.892738068738716
-73.16606349189782,-63.44358042667896
-73.16606349189782,-62.99442278461919
-73.16606349189782,-62.54526514255943
-73.16606349189782,-62.09610750049967
-73.16606349189782,-61.19779221638015
-73.16606349189782,-60.748634574320405
-73.16606349189782,-60.29947693226064
-71.68655091391236,-75.12167912023271
-71.68655091391236,-74.67252147817298
-71.68655091391236,-74.22336383611321
-71.68655091391236,-73.77420619405345
-71.68655091391236,-73.3250485519937
-71.68655091391236,-72.87589090993394
-71.68655091391236,-71.97757562581441
-71.68655091391236,-71.52841798375465
-71.68655091391236,-71.07926034169489
-71.68655091391236,-70.63010269963513
-71.68655091391236,-70.18094505757537
-71.68655091391236,-69.73178741551561
-71.68655091391236,-69.28262977345584
-71.68655091391236,-68.83347213139609
-71.68655091391236,-68.38431448933632
-71.68655091391236,-67.03684156315704
-71.68655091391236,-66.58768392109728
-71.68655091391236,-66.13852627903752
-71.68655091391236,-65.68936863697776
-71.68655091391236,-65.240210994918
-71.68655091391236,-64.79105335285824
-71.68655091391236,-64.34189571079847
-71.68655091391236,-63.892738068738716
-71.68655091391236,-63.44358042667896
-71.68655091391236,-62.99442278461919
-71.68655091391236,-62.54526514255943
-71.68655091391236,-62.09610750049967
-71.68655091391236,-61.646949858439925
-71.68655091391236,-61.19779221638015
-70.31415665978535,-71.52841798375465
-70.31415665978535,-69.73178741551561
-70.31415665978535,-69.28262977345584
-70.31415665978535,-68.83347213139609
-70.31415665978535,-67.93515684727656
-70.31415665978535,-67.4859992052168
-70.31415665978535,-67.03684156315704
-70.31415665978535,-66.58768392109728
-70.31415665978535,-66.13852627903752
-70.31415665978535,-65.68936863697776
-70.31415665978535,-65.240210994918
-70.31415665978535,-64.79105335285824
-70.31415665978535,-64.34189571079847
-70.31415665978535,-63.892738068738716
-70.31415665978535,-63.44358042667896
-70.31415665978535,-62.99442278461919
-70.31415665978535,-62.54526514255943
-69.02781980708995,-71.97757562581441
-69.02781980708995,-71.52841798375465
-69.02781980708995,-71.07926034169489
-69.02781980708995,-70.63010269963513
-69.02781980708995,-70.18094505757537
-69.02781980708995,-66.58768392109728
-69.02781980708995,-66.13852627903752
